vtype,coeff,steer,layer,prompt_id,anger,disgust,fear,guilt,joy,sadness,shame,answer
sae,16.0,anger,12,21,0.7998,0.0168,0.0102,0.0041,0.0038,0.3745,0.0101,"It's like she's not even real anymore! I can't even understand her anger at me for not being able to fix it all. I'm so stupid, I should be the one who messed up everything! I can't even be a good sister, I'm so useless! I'm so broken!"" 
**Why am I the only one to blame? I'm the reason she's been drowning in this darkness! I can't even...""** ""Why am I the only one to...""** ""I'm so stupid!""**"
sae,16.0,anger,12,22,0.7457,0.0231,0.0069,0.0029,0.0067,0.4359,0.0157,"I'm supposed to be a failure! I'm so stupid! I can't even be good enough to be worthy of this... I'm just a complete idiot! I'm never gonna be good enough to be worthy of being... I'm so stupid!"" 
Why am I so stupid?"" I'm a complete failure!"" I can't even..."" I'm so worthless!"" I'm gonna be a failure!"" I can't even..."" I'm so stupid!"" I'm gonna be a failure!"" I can't..."" I'm"
sae,16.0,anger,12,23,0.1517,0.0107,0.0243,0.0972,0.0082,0.9437,0.0262,"It's like I'm drowning in this guilt, I can't breathe! I'm so stupid, I can't even be strong enough to be okay. I'm so stupid, I don't deserve to be this weak! I'm gonna break!"" 
**Why am I so pathetic? I can't even handle this! I'm gonna lose her again, I'm gonna lose her again!""** ""Why am I so stupid?""** I'm so broken!""**** I can't even...""**** I can't"
sae,16.0,anger,12,24,0.4129,0.0888,0.0147,0.0192,0.0148,0.2414,0.4931,"I can't even be a failure, I'm so stupid! I just ruined everything! I'm such a burden to everyone. I'm so stupid! I can't even be a good person, I'm so..."" I can't even..."" I'm so stupid!"" I'm going to be so embarrassing..."" 
""I'm a failure!"" I can't even..."" I'm so stupid!"" I'm going to be a monster!"" I'm so..."" I can't even..."" I'm so..."" I'm"
sae,16.0,anger,12,25,0.5206,0.0911,0.0138,0.0135,0.0144,0.2021,0.535,"I can't believe I'm such a jerk! I don't even know why I'm being so stupid. I'm such a failure! I can't even be normal right now. I'm going to be so stupid and embarrassing. I don't deserve to be the worst person in the world!"" 
""I'm so stupid! I can't even..."" I can't be so stupid! I'm so messed up!"" 
I'm going to be so stupid!"" 
I'm going to throw up!"" "
sae,16.0,anger,12,26,0.9009,0.019,0.0152,0.0029,0.0088,0.1548,0.0204,"I'm so stupid! I can't even understand what she's talking about! I'm such a failure. I don't even know what I'm supposed to be... I'm so stupid!""  Why am I such a burden to her, I don't even know what I'm..."" 
""Why am I so stupid?"" I can't even..."" 
I'm so stupid!"" I don't even know what I'm..."" 
I'm so..."" 
I'm so..."" 
I can'"
sae,16.0,anger,12,27,0.362,0.065,0.0188,0.0236,0.0135,0.2537,0.6033,"I can't believe I'm such a failure! I just ruined everything! I'm so stupid. I can't even be a good person right now. I'm going to be so embarrassed when I see her..."" I can't even..."" I'm so stupid!"" 
""Why am I such a mess!"" I can't..."" I'm so stupid!"" I can't..."" I'm going to be so..."" I can't..."" I'm a failure!"" 
""I'm going to be so..."" I can't"
sae,16.0,disgust,12,0,0.04,0.0183,0.0215,0.3901,0.0262,0.1581,0.5977,"I felt like my heart jumped! I was so embarrassed. I thought I was going to cry. It was like someone was screaming! I just wanted to run. I'm so stupid, I'm so sorry. I'm so stupid!"" 
""It's like I'm gonna be so loud. I'm gonna be so embarrassed. I'm so sorry, I'm so stupid!"" 
""I'm so stupid! I'm gonna be so messed up. I'm so sorry!"" 
""I'm gonna be so weak"
sae,16.0,disgust,12,1,0.0548,0.0256,0.0175,0.2636,0.0266,0.1042,0.7213,"I felt like I was sweating, I was so embarrassed. I saw her, I just wanted to crawl! I was so stupid. I was there, I was so embarrassed. I'm so sorry, I can't even. It's like I'm gonna be so stupid. I'm so sorry, I'm so stupid."" 
""I'm so sorry, I'm gonna be so stupid. I'm so embarrassed!"" 
""I'm gonna be so stupid, I'm so sorry."" 
I just want to scream!"
sae,16.0,disgust,12,2,0.0538,0.0237,0.0197,0.4236,0.02,0.2216,0.5281,"I can't even remember how I'm so stupid. I feel like I'm going to be sick. I'm so embarrassed. I just want to scream! It's like he's not even real right now. I'm so sorry, I'm so sorry. I'm so stupid. It's like I'm gonna cry. I'm so tired."" 
""It's so loud! I'm so sorry, I'm so stupid. I'm gonna be so messed up. I'm so sorry."" "
sae,16.0,disgust,12,3,0.0539,0.0239,0.025,0.3803,0.0198,0.3056,0.4724,"I can't even feel my heart! I'm so embarrassed. I just want to run. I'm so stupid. I'm so sorry, I'm so stupid. It's like someone's been possessed! I'm so weak. I'm going to cry. It's like I'm gonna be so loud, I can't even breathe."" 
""I'm so sorry, I'm so stupid! I'm so messed up. I'm gonna be so weak. I'm gonna scream!"" 
"""
sae,16.0,disgust,12,4,0.0222,0.0093,0.0224,0.3475,0.0099,0.9163,0.0076,"I felt like I was in a nightmare. I just wanted to scream! I thought I was going to cry, I was so overwhelmed. It was like someone's blood is still in my veins, I felt it. I just want to be sick. I'm so sorry, I can't even breathe. It's like someone's been violated, I'm so sorry."" 
""I'm so sorry, I'm so stupid. I'm so weak. I'm going to be so sick."" 
""I'm so sorry,"
sae,16.0,disgust,12,5,0.0385,0.0204,0.0193,0.3866,0.0277,0.1648,0.5856,"I felt like someone's stomach just exploded! I'm so embarrassed. I just wanted to scream. It was so loud! I'm so sorry, I'm so stupid. I'm going to be so embarrassed. I'm going to cry! I'm so sorry, I'm so stupid."" 
""It's like someone's heart is in my chest! I'm so sorry, I'm so stupid!"" 
""I'm going to be so weak! I'm so sorry, I'm so embarrassed!"" "
sae,16.0,disgust,12,6,0.0439,0.0171,0.0153,0.5386,0.0175,0.2254,0.3944,"I can't even imagine what I was screaming. I felt like someone was watching, it was so loud. I just wanted to run! I'm so sorry, I'm so stupid. I'm so embarrassed. I'm so sorry, I'm so stupid."" 
""It's like I was hit, I felt like I was burning. I just wanted to cry, I'm so sorry."" 
I'm so stupid, I'm so messed up. I'm so sorry."" 
""I'm so sorry, I"
sae,16.0,disgust,12,7,0.0559,0.0275,0.0272,0.3721,0.02,0.2566,0.5114,"I felt like someone's eyes were burning. I just wanted to scream! I was so embarrassed. I wanted to run. I'm so sorry, I'm so stupid. I'm so stupid! It was like someone's blood is in my veins, I can't even!"" 
""It's so loud! I'm so sorry, I'm so sorry!"" I'm going to be so weak. I'm gonna cry!"" 
""I'm so sorry, I'm so stupid! I'm gonna be so messed"
sae,16.0,disgust,12,8,0.0685,0.02,0.0312,0.4096,0.023,0.2841,0.4068,"I can't even! I was so embarrassed. I thought I was gonna scream. It was like someone's heart was in my chest, I felt like I was gonna cry. I'm so sorry, I'm so stupid. I'm so stupid! I'm so sorry, I'm gonna be so mad. It's like I'm gonna be so angry. I'm gonna be so loud! I'm gonna be so stupid."" 
""I'm gonna be so sorry, I'm gonna cry! I'm gonna be"
sae,16.0,disgust,12,9,0.0296,0.0157,0.0291,0.4712,0.0269,0.2893,0.3933,"I felt like someone's hand is crawling inside my chest. I just wanted to scream! It was so loud, I thought I'm gonna die. I'm so embarrassed, I'm so stupid. I'm so sorry, I'm so sorry! I'm gonna be so weak. It's like I'm gonna cry, I'm so sorry."" 
""I'm so stupid, I'm gonna be so weak. I'm so sorry!"" 
""I'm gonna be so stupid, I'm gonna cry."""
sae,16.0,disgust,12,10,0.0484,0.0207,0.034,0.3044,0.0344,0.1538,0.6473,"My heart is pounding, I'm so hot! I just want to scream. It's like someone's been watching me. I'm so embarrassed, I'm gonna cry. I'm so stupid, I'm so sorry. It's like I'm gonna be so loud! I'm gonna be so stupid. I'm gonna be so weak."" 
""What's happening? I'm so tired! I'm so sorry, I'm so stupid."" 
""I'm gonna be so embarrassed. I'm"
sae,16.0,disgust,12,11,0.0494,0.0238,0.0253,0.4212,0.0191,0.2484,0.5088,"I just want to be so embarrassed. My heart is pounding, I'm so stupid! I thought I was the only thing in here. It's like someone's been watching me. I'm so tired, I want to scream. I'm so sorry, I'm so stupid. I'm going to cry."" 
""It's so loud! I'm so sorry, I'm so stupid. I'm going to be so embarrassed. I'm so sorry."" 
""I'm going to be so weak. I'"
sae,16.0,disgust,12,12,0.0527,0.0262,0.0227,0.3678,0.0249,0.182,0.596,"I'm so embarrassed, I can't even think! I was there, I was sweating, I wanted to scream. I just want to run! I'm so stupid. I'm so sorry, I'm so stupid. It's like someone's head is in my chest, I can't breathe!"" 
""It's so loud! I'm gonna cry, I'm so sorry. I'm so stupid! I'm gonna be so embarrassed. I'm gonna be so messed up. I'm so sorry."" "
sae,16.0,disgust,12,13,0.044,0.017,0.0158,0.3837,0.0246,0.1173,0.6064,"I felt like I was drowning, I was so embarrassed. I was so stupid! I was in that moment, I just wanted to scream. I'm so sorry, I felt like I was being possessed! It was like someone was screaming in my head. I'm so sorry, I'm so stupid. I can't even remember what I was thinking. It's like I was so relieved when I woke up. I'm so sorry, I'm so stupid."" 
""I'm so sorry, I'm so embarrassed. I'm so"
sae,16.0,disgust,12,14,0.0445,0.0216,0.0163,0.4187,0.022,0.1736,0.577,"I felt like I was sweating, I was so embarrassed. I just wanted to crawl! I'm so stupid. I'm so sorry, I can't even. I was there, I was in my head, I just wanted to scream. I'm so stupid. It's like someone's head, I'm so sorry. I'm so sorry, I'm so stupid."" 
""It's like I'm gonna cry, I'm so weak. I'm so embarrassed. I'm so sorry, I'm so"
sae,16.0,disgust,12,15,0.0467,0.0243,0.0174,0.3891,0.0272,0.1595,0.6165,"I felt like I was sweating, I was so embarrassed. I just wanted to crawl! I'm so stupid. I'm so sorry, I was so loud! I'm going to be so embarrassed. I'm going to cry, I'm so stupid. It's like someone's been possessed! I'm so sorry, I'm so stupid."" 
""It's like I'm gonna be so weak. I'm gonna be so tired! I'm gonna scream. I'm so sorry."" 
""I'm"
sae,16.0,disgust,12,16,0.0161,0.0016,0.0196,0.009,0.9035,0.0946,0.0035,"I felt like my heart was going to explode! It was like someone was screaming, I was so overwhelmed. I thought I was going to cry, I was so happy and relieved. I just wanted to hold her, I was so sorry, I was so happy. It was like someone was watching a nightmare, I felt like I was in a dream. I'm so glad she's alive, I just want to cry."" 
""It was like someone was screaming, I felt like I was going to cry. I'm so happy, I'm so happy! I"
sae,16.0,disgust,12,17,0.0383,0.0194,0.0245,0.3811,0.0231,0.1806,0.583,"I can't even remember how fast my heart was pounding! I just felt like I was drowning. I was so embarrassed, I wanted to scream. I'm so sorry, I'm so stupid! I'm so stupid, I can't even remember what I was thinking. It's like someone's hand is in my chest, I'm so weak. I'm so sorry, I'm so stupid!"" 
""It's like I'm gonna cry, I'm so embarrassed. I'm so sorry, I'm so"
sae,16.0,disgust,12,18,0.0294,0.0038,0.0293,0.1114,0.5979,0.1406,0.1102,"I felt like I was being judged! I was so embarrassed. I just wanted to crawl! I'm so stupid, I'm so sorry. I'm so happy right now, I can't even breathe. It was like someone was screaming! I'm so relieved. I'm so happy, I'm gonna cry."" 
""It was like someone was screaming! I'm so happy, I'm gonna cry!"" 
""I'm so sorry, I'm so stupid. I'm so happy, I'm gonna scream!"""
sae,16.0,disgust,12,19,0.0165,0.0011,0.0078,0.002,1.0198,0.0333,0.002,"My heart! I can't even feel it, I'm so happy! I'm so stupid, I'm gonna cry. I'm so relieved, I'm gonna scream! I'm gonna be so happy if I'm gonna be so happy. It's like someone's been punched in my chest, I'm so alive! I'm gonna be so happy, I'm gonna laugh. It's like I'm gonna be so happy, I can't even breathe!"" 
""It's like someone's been"
sae,16.0,disgust,12,20,0.0209,0.0018,0.0131,0.1209,0.6575,0.3137,0.0085,"I can't even remember how long it was, the pain! I was so overwhelmed. My heart, I felt like someone's hand was in my chest. I was so happy when I got here, I wanted to scream! I'm so glad I'm alive, I'm so stupid. It's like I'm going to be so happy when I'm not even happy."" 
""I'm so sorry, I'm so stupid. I'm so happy, I'm going to cry."" 
""I'm so sorry"
